,tab_name,col_name,val
472,course,title,First-year Student Seminar in Chemistry and Biochemistry
473,course,title,Introduction to Teaching Science
474,course,title,Directed Honors Thesis in Classical Studies
475,course,title,"Mind, Brain &amp; Behavior"
476,course,title,"Mind, Brain &amp; Behavior II"
477,course,title,"Mind, Brain &amp; Behavior II&#8212;Psychiatry Emphasis"
478,course,title,Proseminar in Neuropsychology
479,course,title,Digital Health
480,course,title,Implementation Science
481,course,title,Qualitative Research
482,course,title,Regulatory Science
483,course,title,Social Media Research
484,course,title,Team Science
485,course,title,Translational Research Fundamentals
486,course,title,Translational Regenerative Medicine
487,course,title,Applied Translational Research
488,course,title,Patient-Oriented Research I
489,course,title,Epidemiology I
490,course,title,Health Services Research
491,course,title,Biostatistics I
492,course,title,Biostatistics II
493,course,title,Data Management and Informatics
494,course,title,Patient-Oriented Research II
495,course,title,Epidemiology II
496,course,title,Professional Development in Clinical Research
497,course,title,Scientific Communication Skills
498,course,title,Directed Studies in Clinical Research
499,course,title,Analyzing Medical Data Using &#8220;R&#8221;
500,course,title,Longitudinal Data Analysis
501,course,title,Clinical Decision Analysis
502,course,title,Advanced Regression Methods
503,course,title,Advanced Statistics Using &#8220;R&#8221;
504,course,title,Behavioral Science Research Methods
505,course,title,Experiential Learning in Clinical Research
506,course,title,Independent Study Project&#160;(2
507,course,title,Independent Study Project
508,course,title,Introduction to Cognitive Science
509,course,title,Cognitive Consequences of Technology
510,course,title,Cyborgs Now and in the Future
511,course,title,Sensation and Perception
512,course,title,"Learning, Memory, and Attention"
513,course,title,Language
514,course,title,Cognitive Perspectives
515,course,title,Cognitive Ethnography
516,course,title,Cognitive Design Studio
517,course,title,Neuroanatomy and Physiology
518,course,title,Systems Neuroscience
519,course,title,Cognitive Neuroscience
520,course,title,Data Science in Practice
521,course,title,Modeling and Data Analysis
522,course,title,Minds and Brains
523,course,title,Neurological Development and Cognitive Change
524,course,title,Developmental Brain Disorders
525,course,title,Supervised Machine Learning Algorithms
526,course,title,Introduction to Machine Learning II
527,course,title,Neural Signal Processing
528,course,title,Mathematical Statistics for Behavioral Data Analysis
529,course,title,Programming for Experimental Research
530,course,title,"Language, Culture, and Cognition"
531,course,title,Interaction Design
532,course,title,Human Computer Interaction Portfolio Design Studio
533,course,title,Start-up Studio
534,course,title,Social Computing
535,course,title,HCI Technical Systems Research
536,course,title,Advanced Interaction Design
537,course,title,Thinking with Computers
538,course,title,Data-Driven UX/Product Design
539,course,title,Information Visualization
540,course,title,Field Methods: Studying Cognition in the Wild
541,course,title,Practical Data Science in R
542,course,title,Neural Data Science
543,course,title,Animal Communication
544,course,title,Animal Cognition
545,course,title,Social Cognition: A Developmental and Evolutionary Perspective
546,course,title,Introduction to Research Methods
547,course,title,Introduction to Statistical Analysis
548,course,title,What the *#!?: An Uncensored Introduction to Language
549,course,title,Analogy and Conceptual Systems
550,course,title,Cognitive Foundations of Mathematics
551,course,title,Communication Disorders in Children and Adults
552,course,title,Gesture and Cognition
553,course,title,Upper-Division Seminar on Special Topics
554,course,title,Neuroimaging of Cognition
555,course,title,Neurobiology of Cognition
556,course,title,Brain Disorders and Cognition
557,course,title,"Drugs: Brain, Mind, and Culture"
558,course,title,The Neuropsychological Basis of Alternate States of Consciousness
559,course,title,From Sleep to Attention
560,course,title,Space and Time in the Brain
561,course,title,"Genes, Brains, and Behavior"
562,course,title,Electrophysiology of Cognition
563,course,title,Introduction to Python
564,course,title,Decision Making in the Brain
565,course,title,Neural Networks and Deep Learning
566,course,title,Introduction to Reinforcement Learning
567,course,title,Modeling the Evolution of Cognition
568,course,title,Advanced Machine Learning Methods
569,course,title,Usability and Information Architecture
570,course,title,Practicum in Professional Web Design
571,course,title,Artificial Intelligence Algorithms
572,course,title,Brain Computer Interfaces
573,course,title,Pre-Honors Project in Cognitive Science
574,course,title,Honors Studies in Cognitive Science
575,course,title,Honors Thesis in Cognitive Science
576,course,title,Preparation for Thesis Presentation
577,course,title,Instructional Apprenticeship in Cognitive Science
578,course,title,Cognitive Science Internship
579,course,title,Directed Group Study
580,course,title,Special Project
581,course,title,Cognitive Neuroeconomics
582,course,title,Cognitive Science Seminar
583,course,title,Neural Dynamics of Cognition
584,course,title,Cognitive Science Foundations: Theories and Methods in the Study of Cognitive Phenomena
585,course,title,Introduction to Thesis Research
586,course,title,Scientific Data Analysis and Statistical Learning
587,course,title,Introduction to Research
588,course,title,Research Methods in Cognitive Science
589,course,title,Programming for Behavioral Sciences
590,course,title,Image Recognition
591,course,title,Design at Large
592,course,title,Topics in Human-Computer Interaction
593,course,title,Design Seminar on Human-Centered Programming Tools
594,course,title,Distributed Cognition
595,course,title,Statistical Inference and Data Analysis
596,course,title,Genetics and Individuality
597,course,title,Neural Oscillations
598,course,title,Advanced Neural Signal Processing
599,course,title,Big Visual Data Processing
600,course,title,Cognitive Science Laboratory Rotation
601,course,title,Directed Independent Study
602,course,title,Thesis Research
603,course,title,Introduction to Computing
604,course,title,Introduction to Data Science
605,course,title,Undergraduate Seminar
606,course,title,SCANS Presents
607,course,title,Introduction to Communication
608,course,title,"Communication, the Person, and Everyday Life"
609,course,title,"Communication, Culture, and Representation"
610,course,title,"Communication, Institutions, and Power"
611,course,title,MPL: Nonlinear/Digital Editing
612,course,title,MPL: Ethnographic Methods for Media Production
613,course,title,MPL: Documentary Sketchbook
614,course,title,MPL: Communication and Computers
615,course,title,MPL: Sound Production and Manipulation
616,course,title,MPL: Topics in Production
617,course,title,MMPP: Practicum in New Media and Community Life
618,course,title,MMPP: Practicum in Child Development
619,course,title,MMPP: Studio Television
620,course,title,MMPP: Television Analysis and Production
621,course,title,MMPP: Television Documentary
622,course,title,CM: Documentary History and Theory
623,course,title,CM: History of Electronic Media
624,course,title,CM: How to Read a Film
625,course,title,CMS: Asia
626,course,title,CMS: Europe
627,course,title,CMS: Africa
628,course,title,CMS: Latin America and the Caribbean
629,course,title,CT: Computer Games Studies
630,course,title,CT: Mobile Communication
631,course,title,CT: Photographic Technologies
632,course,title,CI: Introduction
633,course,title,CI: History Through Comics&#8212;Japan
634,course,title,CI: Film Industry
635,course,title,CI: Tourism: Global Industry and Cultural Form
636,course,title,CI: Internet Industry
637,course,title,CI: Television Culture and the Public
638,course,title,CI: TV Industry
639,course,title,Visual Culture
640,course,title,POB: Introduction
641,course,title,POB: Disability
642,course,title,POB: Gender and Biomedicine
643,course,title,MC: Advertising and Society
644,course,title,MC: American News Media
645,course,title,MC: Propaganda and Persuasion
646,course,title,LLC: Communication in Organizations
647,course,title,LLC: Communication and Community
648,course,title,LLC: Language and Human Communication
649,course,title,"LLC: Language, Thought, and Media"
650,course,title,CCP: Communication and Cultural Production: Introduction
651,course,title,CCP: Global Borders: Communication and Conflict
652,course,title,CCP: Cities and Politics of Space
653,course,title,CCP: Folklore and Communication
654,course,title,CCP: Popular Culture
655,course,title,CCP: Performance and Cultural Studies
656,course,title,IM: The Idea of Childhood
657,course,title,IM: Language and Globalization
658,course,title,Intermediate Topics in Communication
659,course,title,CSI: On Constitutions
660,course,title,"CSI: New Media, Youth, and Democracy"
661,course,title,"CSI: Gender, Labor, and Culture in the Global Economy"
662,course,title,"CSI: Law, Communication, and Freedom of Expression"
663,course,title,CSI: Gender and Science
664,course,title,CSI: Media Technologies and Social Movements
665,course,title,CSI: Food Justice
666,course,title,CSI: Community Fieldwork
667,course,title,OMM 114M CSI: Communication and the Law
668,course,title,CSI: Communication and the Law: The Body in Law
669,course,title,CSI: Public History and Museum Studies
670,course,title,OMM 114T CSI: Science Communication
671,course,title,AMP: Social Issues in Media Production
672,course,title,AMP: News Media Workshop
673,course,title,AMP: Digital Media in Education
674,course,title,AMP: Writing for Digital Media
675,course,title,Critical Design Practice/Advanced Studio
676,course,title,Critical Design Practice/Topic Studio
677,course,title,Children and Media
678,course,title,Problem of Voice
679,course,title,"Race, Nation, and Violence in Multicultural California"
680,course,title,"Communication, Dissent, and the Formation of Social Movements"
681,course,title,"Advanced Topics in Communication, Politics, and Society"
682,course,title,Television and Citizenship
683,course,title,Media Audiences
684,course,title,Contemporary Minority Media Makers and the Festival Experience
685,course,title,Transmedia
686,course,title,Black Women Filmmakers
687,course,title,"Black Women, Feminism, and Media"
688,course,title,Cinema in Latin America
689,course,title,Science Fiction
690,course,title,American Television in the 1970s
691,course,title,"History, Memory, and Popular Culture"
692,course,title,Advanced Topics in Cultural Production
693,course,title,The Information Age: Fact and Fiction
694,course,title,Architecture as Communication
695,course,title,"Latinx Space, Place, and Culture"
696,course,title,Media and Conflict Environment: Textual and Visual Representations
697,course,title,Representations of the Israeli/Palestinian Conflict
698,course,title,"Tourism, Power, and Place"
699,course,title,Political Economy and International Communication
700,course,title,Advanced Studies in Cultural Industries
701,course,title,Concepts of Freedom
702,course,title,Behind the Internet: Invisible Geographies of Power and Inequality
703,course,title,"Surveillance, Media, and the Risk Society"
704,course,title,Bilingual Communication
705,course,title,Biography and Life Stories
706,course,title,Environmental Communication
707,course,title,Advanced Topics in Mediation and Interaction
708,course,title,Interaction with Technology
709,course,title,Communication and Social Machines
710,course,title,Cultures of Consumption
711,course,title,Communication and Religion
712,course,title,"Culture, Domination, and Resistance"
713,course,title,Advanced Studies in Communication Theory
714,course,title,Citizen Consumers
715,course,title,Education and Global Citizenship
716,course,title,Global Economy and Consumer Culture
717,course,title,Global Nature/Global Culture
718,course,title,Junior Seminar in Communication
719,course,title,"Research Seminar in Washington, D.C."
720,course,title,Honors Seminar in Communication
721,course,title,Directed Group Study in Communication
722,course,title,Independent Study in Communication
723,course,title,Computer Communication Networks
724,course,title,Advanced Data Structures
725,course,title,Design and Analysis of Algorithms
726,course,title,A Practical Introduction to Probability and Statistics
727,course,title,Theory of Computability
728,course,title,Discrete and Continuous Optimization
729,course,title,Introduction to Modern Cryptography
730,course,title,Introduction to Programming and Computational Problem-Solving: Accelerated Pace
731,course,title,Advanced Software Engineering
732,course,title,"Errors, Defects, and Failures"
733,course,title,Ubiquitous Computing
734,course,title,Basic Data Structures and Object-Oriented Design
735,course,title,Principles of Computer Operating Systems
736,course,title,Computer Networks
737,course,title,Networked Services
738,course,title,Software System Design and Implementation
739,course,title,Introduction to Computer Security
740,course,title,Programming Languages: Principles and Paradigms
741,course,title,Compiler Construction
742,course,title,Database System Principles
743,course,title,Database Systems Applications
744,course,title,Web Client Languages
745,course,title,Online Database Analytics Applications
746,course,title,Enterprise-Class Web Applications
747,course,title,Components and Design Techniques for Digital Systems
748,course,title,Digital Systems Laboratory
749,course,title,Introduction to Computer Architecture
750,course,title,Project in Computer Architecture
751,course,title,Introduction to Computer Architecture: A Software Perspective
752,course,title,Software Project for Computer Architecture
753,course,title,Microelectronic System Design
754,course,title,Embedded System Design Project
755,course,title,Advanced Processor Architecture Design Project
756,course,title,Introduction to Artificial Intelligence: Probabilistic Reasoning and Decision-Making
757,course,title,Introduction to Artificial Intelligence: Search and Reasoning
758,course,title,Introduction to Machine Learning
759,course,title,Deep Learning
760,course,title,Introduction to Computer Vision I
761,course,title,Introduction to Computer Vision II
762,course,title,Statistical Natural Language Processing
763,course,title,Recommender Systems and Web Mining
764,course,title,Software Tools and Techniques Laboratory
765,course,title,Introduction to Parallel Computing
766,course,title,Advanced Computer Graphics
767,course,title,GPU Programming
768,course,title,3-D User Interaction
769,course,title,Image Processing
770,course,title,Computer Graphics
771,course,title,Computer Graphics II: Rendering
772,course,title,Computer Animation
773,course,title,Health Care Robotics
774,course,title,Robot Systems Design and Implementation
775,course,title,Biology Meets Computing
776,course,title,Molecular Sequence Analysis
777,course,title,Biological Databases
778,course,title,Computational Molecular Biology
779,course,title,Advanced Bioinformatics Laboratory
780,course,title,Topics in Computer Science and Engineering
781,course,title,Senior Seminar in Computer Science and Engineering
782,course,title,Introduction to Computer Science Research
783,course,title,Teaching
784,course,title,Field Study in Computer Science and Engineering
785,course,title,CSE Honors Thesis Research for Undergraduates
786,course,title,Discrete Mathematics
787,course,title,Computability and Complexity
788,course,title,Advanced Complexity
789,course,title,Algorithm Design and Analysis
790,course,title,Advanced Algorithms
791,course,title,Convex Optimization Formulations and Algorithms
792,course,title,Logic in Computer Science
793,course,title,Lattice Algorithms and Applications
794,course,title,Modern Cryptography
795,course,title,Advanced Cryptography
796,course,title,Mathematics for Algorithms and Systems
797,course,title,Principles of Software Engineering
798,course,title,Software Testing and Analysis
799,course,title,Research Topics in Human-Computer Interaction
800,course,title,Advanced Topics in Software Engineering
801,course,title,Operating Systems
802,course,title,Internet Algorithmics
803,course,title,Distributed Computing and Systems
804,course,title,Graduate Networked Systems
805,course,title,Computer Security
806,course,title,Principles of Programming Languages
807,course,title,Advanced Compiler Design
808,course,title,Principles of Database Systems
809,course,title,Database System Implementation
810,course,title,Database Theory
811,course,title,Introduction to Embedded Computing
812,course,title,Software for Embedded Systems
813,course,title,Validation and Testing of Embedded Systems
814,course,title,Design Automation and Prototyping for Embedded Systems
815,course,title,Principles of Computer Architecture
816,course,title,Parallel Computer Architecture
817,course,title,Advanced Microarchitecture
818,course,title,VLSI Integration of Computing Circuitry
819,course,title,Introduction to Synthesis Methodologies in VLSI CAD
820,course,title,VLSI Test
821,course,title,Computer Aided Circuit Simulation and Verification
822,course,title,Algorithmic and Optimization Foundations for VLSI CAD
823,course,title,Principles of Artificial Intelligence: Probabilistic Reasoning and Learning
824,course,title,Principles of Machine Learning: Learning Algorithms
825,course,title,Principles of Machine Learning: Neural Networks for Pattern Recognition
826,course,title,Principles of Machine Learning: Machine Learning Theory
827,course,title,Computer Vision I
828,course,title,Computer Vision II
829,course,title,Advanced Computer Vision
830,course,title,Statistical Learning
831,course,title,Data Mining and Predictive Analytics
832,course,title,Search and Optimization
833,course,title,Cognitive Modeling
834,course,title,Seminar in Artificial Intelligence
835,course,title,Parallel Computation
836,course,title,System Support for Applications of Parallel Computation
837,course,title,Advanced Image Synthesis
838,course,title,Introduction to Robotics
839,course,title,Human Robot Interaction
840,course,title,Mathematics for Robotics
841,course,title,Healthcare Robotics
842,course,title,Algorithms in Computational Biology
843,course,title,Bioinformatics II: Sequence and Structure Analysis&#8212;Methods and Applications
844,course,title,Bioinformatics III: Functional Genomics
845,course,title,Personal Genomics for Bioinformaticians
846,course,title,Faculty Research Seminar
847,course,title,Special Project in Computer Science and Engineering
848,course,title,Research Meeting in CSE
849,course,title,Research
850,course,title,Fluency in Information Technology
851,course,title,Computer Organization and Systems Programming
852,course,title,Building and Programming Electronic Devices
853,course,title,Mathematical Beauty in Rome
854,course,title,Teaching Methods in Computer Science
855,course,title,Mathematical Beauty in Rome Lab
856,course,title,C++ for Java Programmers
857,course,title,Introduction to Programming and Computational Problem-Solving I
858,course,title,Introduction to Programming and Computational Problem-Solving II
859,course,title,Perspectives in Computer Science and Engineering
860,course,title,Independent Study in Computer Science and Engineering
861,course,title,Introductory Programming for Computational Social Science
862,course,title,Advanced Programming for Computational Social Science
863,course,title,Data and Model Programming for Computational Social Science
864,course,title,Dimensions of Culture: Diversity
865,course,title,Dimensions of Culture: Promises and Contradictions in US Culture
866,course,title,Dimensions of Culture: Justice
867,course,title,Dimensions of Culture: Imagination
868,course,title,Principles of Data Science
869,course,title,Introduction to Data Management
870,course,title,Systems for Scalable Analytics
871,course,title,Beyond Relational Data Management
872,course,title,Introduction to Data Visualization
873,course,title,Signal Processing for Data Analysis
874,course,title,Probabilistic Modeling and Machine Learning
875,course,title,Hidden Data in Random Matrices
876,course,title,Data Science and the Arts
877,course,title,Text as Data
878,course,title,Fairness and Algorithmic Decision-Making
879,course,title,Spatial Data Science and Applications
880,course,title,Data Science Project I
881,course,title,Data Science Project II
882,course,title,Topics in Data Science
883,course,title,Seminar in Data Science
884,course,title,Directed Group Study in Data Science
885,course,title,Independent Study for Data Science Undergraduates
886,course,title,Programming and Basic Data Structures for Data Science
887,course,title,Data Structures and Algorithms for Data Science
888,course,title,Theoretical Foundations of Data Science I
889,course,title,Theoretical Foundations of Data Science II
890,course,title,Teaching Assistantship
891,course,title,Teaching Methods in Data Science
892,course,title,Tutor Apprenticeship in Data Science
893,course,title,Workshop in Data Science
894,course,title,Internship in Data Science
895,course,title,Independent Study in Data Science
896,course,title,Linear Electronic Systems
897,course,title,Linear Systems Fundamentals
898,course,title,Introduction to Active Circuit Design
899,course,title,Fundamentals of Devices and Materials
900,course,title,Electromagnetism
901,course,title,Digital Circuits
902,course,title,Engineering Probability and Statistics
903,course,title,Advanced Digital Design Project
904,course,title,Fast Prototyping
905,course,title,Computer Interfacing
906,course,title,Solar System Physics
907,course,title,Power Systems Analysis and Fundamentals
908,course,title,Energy Conversion
909,course,title,Antenna Systems Engineering
910,course,title,Motor Drives
911,course,title,Introduction to Power Electronics II
912,course,title,Real World Power Grid Operation
913,course,title,Power Grid Modernization
914,course,title,Power Grid Resiliency to Adverse Effects
915,course,title,Renewable and Energy Storage Resources
916,course,title,Electronic Materials Science of Integrated Circuits
917,course,title,Semiconductor Physics
918,course,title,Electronic Devices
919,course,title,Microelectronics Laboratory
920,course,title,Microstructuring Processing Technology Laboratory
921,course,title,The Art of Product Engineering I
922,course,title,The Art of Product Engineering II
923,course,title,Software Foundations I
924,course,title,Software Foundations II
925,course,title,Programming for Data Analysis
926,course,title,LabVIEW Programming: Design and Applications
927,course,title,Introduction to Autonomous Vehicles
928,course,title,Engineering Computation
929,course,title,Entrepreneurship for Engineers
930,course,title,Probability and Random Processes for Engineers
931,course,title,Digital Communications Theory
932,course,title,Sensor Networks
933,course,title,Communications Systems Laboratory I
934,course,title,Communications Systems Laboratory II
935,course,title,Data Networks I
936,course,title,Data Networks II
937,course,title,Introduction to Data Processing and Information Theory
938,course,title,Rapid Hardware and Software Design for Interfacing with the World
939,course,title,Introduction to Digital Signal Processing
940,course,title,Digital Signal Processing I
941,course,title,Electronic Circuits and Systems
942,course,title,Analog Integrated Circuit Design
943,course,title,Digital Integrated Circuit Design
944,course,title,Microwave Systems and Circuits
945,course,title,Object-Oriented Programming: Design and Development with C++
946,course,title,Linear Control System Theory
947,course,title,Introduction to Intelligent Systems: Robotics and Machine Intelligence
948,course,title,Introduction to Linear and Nonlinear Optimization with Applications
949,course,title,Elements of Machine Intelligence: Pattern Recognition and Machine Learning
950,course,title,Elements of Machine Intelligence: Probabilistic Reasoning and Graphical Models
951,course,title,Introduction to Deep Learning and Applications
952,course,title,Topics in Electrical and Computer Engineering
953,course,title,Physical Optics and Fourier Optics
954,course,title,"Electromagnetic Optics, Guided-Wave, and Fiber Optics"
955,course,title,Optical Electronics
956,course,title,Optical Information Processing and Holography
957,course,title,Lasers and Modulators
958,course,title,Introduction to Biomedical Imaging and Sensing
959,course,title,Topics in Electrical and Computer Engineering with Laboratory
960,course,title,Technical Public Speaking
961,course,title,Engineering Design
962,course,title,Engineering Group Design Project
963,course,title,Viacar Design Project
964,course,title,Engineering Hands-on Group Project
965,course,title,ECE Internship
966,course,title,Introduction to Biophysics
967,course,title,Medical Devices and Interfaces
968,course,title,Biomedical Integrated Circuits and Systems
969,course,title,Principles of Medical Imaging
970,course,title,Computational Evolutionary Biology
971,course,title,Statistical Learning for Biosignal Processing
972,course,title,Principles of Nanoscience and Nanotechnology
973,course,title,Nanoelectronics
974,course,title,Nanophotonics
975,course,title,Magnetic Materials: Principles and Applications
976,course,title,Antennas and Their System Applications
977,course,title,Applied Electromagnetic Theory&#8212;Electromagnetics
978,course,title,Applied Electromagnetic Theory&#8212;Computational Methods for Electromagnetics
979,course,title,Advanced Antenna Design
980,course,title,Probability and Statistics for Data Science
981,course,title,Universal Probability and Its Applications in Data Science
982,course,title,Optimization and Acceleration of Deep Learning on Various Hardware Platforms
983,course,title,Big Network Data
984,course,title,Machine Learning for Physical Applications
985,course,title,Computational Data Analysis and Product Development
986,course,title,Solid State Electronics I
987,course,title,Solid State Electronics II
988,course,title,Solid State Electronics III
989,course,title,Nanometer-Scale VLSI Devices
990,course,title,III-V Compound Semiconductor Materials
991,course,title,Optical Processes in Semiconductors
992,course,title,Heterojunction Field-Effect Transistors
993,course,title,Thermodynamics of Solids
994,course,title,Solid State Diffusion and Reaction Kinetics
995,course,title,Lasers and Optics
996,course,title,Optical Information Processing
997,course,title,Optical Modulation and Detection
998,course,title,Nonlinear Optics
999,course,title,Integrated Photonics
1000,course,title,Holographic Optical Elements
1001,course,title,Optical Fiber Communication
1002,course,title,Statistical Optics
1003,course,title,Introduction to Digital Design
1004,course,title,Random Processes
1005,course,title,Digital Signal Processing II
1006,course,title,Filter Banks and Wavelets
1007,course,title,Array Processing
1008,course,title,Speech Compression
1009,course,title,Speech Recognition
1010,course,title,Fundamentals of Digital Image Processing
1011,course,title,Detection Theory
1012,course,title,Information Theory
1013,course,title,Source Coding
1014,course,title,Network Information Theory
1015,course,title,Fundamentals of Image and Video Compression
1016,course,title,Modern Communication Networks
1017,course,title,Principles of Wireless Networks
1018,course,title,Stochastic Wireless Networks Models
1019,course,title,Digital Communications I
1020,course,title,Digital Communications II
1021,course,title,Algebraic Coding
1022,course,title,Probabilistic Coding
1023,course,title,Advanced Topics in Coding
1024,course,title,VLSI Digital System Algorithms and Architectures
1025,course,title,VLSI Integrated Circuits and Systems Design
1026,course,title,VLSI Advanced Topics
1027,course,title,CMOS Analog Integrated Circuits and Systems I
1028,course,title,CMOS Analog Integrated Circuits and Systems II
1029,course,title,CMOS Analog Integrated Circuits and Systems III
1030,course,title,CMOS Analog Integrated Circuits and Systems IV
1031,course,title,Communication Circuit Design I
1032,course,title,Communication Circuit Design II
1033,course,title,Power Amplifiers for Wireless Communications
1034,course,title,Communication Circuits III
1035,course,title,Network/Graph Algorithms and Analysis
1036,course,title,Linear Algebra and Application
1037,course,title,Statistical Learning I
1038,course,title,Statistical Learning II
1039,course,title,Deep Learning and Applications
1040,course,title,Stochastic Processes in Dynamic Systems I
1041,course,title,Stochastic Processes in Dynamic Systems II
1042,course,title,Convex Optimization and Applications
1043,course,title,Parameter Estimation I
1044,course,title,Parameter Estimation II
1045,course,title,Sensing and Estimation in Robotics
1046,course,title,Planning and Learning in Robotics
1047,course,title,Robot Reinforcement Learning
1048,course,title,Mathematical Topics for the Master&#8217;s Comprehensive Exam
1049,course,title,Special Seminar
1050,course,title,Special Topics in Electronic Devices and Materials/Applied Physics
1051,course,title,Special Topics in Nanoscience/Nanotechnology
1052,course,title,Special Topics in Photonics/Applied Optics
1053,course,title,Special Topics in Electronic Circuits and Systems
1054,course,title,Special Topics in Computer Engineering
1055,course,title,Special Topics in Signal and Image Processing/Robotics and Control Systems
1056,course,title,State-of-the-Art Topics in Computational Statistics and Machine Learning
1057,course,title,Special Topics in Communication Theory and Systems
1058,course,title,Special Topics in Electrical and Computer Engineering
1059,course,title,Graduate Seminar on Current ECE Research
1060,course,title,Industry Sponsored Engineering Design Project
1061,course,title,Graduate Seminar in Communication Theory and Systems
1062,course,title,Graduate Seminar in Electronic Devices and Materials/Applied Physics
1063,course,title,Graduate Seminar in Signal and Image Processing/Robotics and Control Systems
1064,course,title,Graduate Seminar in Photonics/Applied Optics
1065,course,title,Graduate Seminar in Nanoscience/Nanotechnology
1066,course,title,Introduction to Computer Engineering
1067,course,title,Introduction to Analog Design
1068,course,title,Circuits and Systems
1069,course,title,Introduction to Electrical and Computer Engineering
1070,course,title,Components and Circuits Laboratory
1071,course,title,iTunes 101: A Survey of Information Technology
1072,course,title,Principles of Microeconomics
1073,course,title,Microeconomics A
1074,course,title,Honors Microeconomics A
1075,course,title,Microeconomics B
1076,course,title,Honors Microeconomics B
1077,course,title,Microeconomics C
1078,course,title,Honors Microeconomics C
1079,course,title,International Trade
1080,course,title,Globalization
1081,course,title,Advanced Topic in Globalization
1082,course,title,International Monetary Relations
1083,course,title,Industrial Organization and Firm Strategy
1084,course,title,International Economic Agreements
1085,course,title,Economic Regulation and Antitrust Policy
1086,course,title,Game Theory
1087,course,title,Advanced Topics in Game Theory
1088,course,title,Macroeconomics A
1089,course,title,Honors Macroeconomics A
1090,course,title,Macroeconomics B
1091,course,title,Honors Macroeconomics B
1092,course,title,Monetary Economics
1093,course,title,Macroeconomic Data Analysis
1094,course,title,Mathematical Economics
1095,course,title,Economic Development
1096,course,title,Economic Growth
1097,course,title,"Law and Economics: Torts, Property, and Crime"
1098,course,title,Law and Economics: Contracts and Corporations
1099,course,title,Econometrics A
1100,course,title,Honors Econometrics A
1101,course,title,Econometrics B
1102,course,title,Honors Econometrics B
1103,course,title,Econometrics C
1104,course,title,Honors Econometrics C
1105,course,title,Applied Econometrics and Data Analysis
1106,course,title,Econometric Theory
1107,course,title,Demographic Analysis and Forecasting
1108,course,title,"Cities, Inequality, Innovation"
1109,course,title,Public Policy
1110,course,title,Economics of the Environment
1111,course,title,Energy Economics
1112,course,title,The US Social Safety Net
1113,course,title,Urban Economics
1114,course,title,Human Resources
1115,course,title,Corruption
1116,course,title,Economics of Discrimination
1117,course,title,Labor Economics
1118,course,title,Economics of Health Producers
1119,course,title,Economics of Health Consumers
1120,course,title,Behavioral Economics
1121,course,title,Experimental Economics
1122,course,title,Economics of Conservation
1123,course,title,Economics of Ocean Resources
1124,course,title,Economic Stabilization
1125,course,title,Economics of Education
1126,course,title,Public Economics: Taxation
1127,course,title,Public Economics: Expenditures I
1128,course,title,Public Economics: Expenditures II
1129,course,title,Economic History of the United States I
1130,course,title,Economic History of the United States II
1131,course,title,Economics of Mexico
1132,course,title,The Indian Economy
1133,course,title,Advanced Topics in the Indian Economy
1134,course,title,Middle East Economics
1135,course,title,Advanced Topics in Middle East Economics
1136,course,title,Economics of China
1137,course,title,Economics of Modern Israel
1138,course,title,Economics of Korea
1139,course,title,Decisions Under Uncertainty
1140,course,title,Operations Research A
1141,course,title,Operations Research B
1142,course,title,Financial Markets
1143,course,title,Corporate Finance
1144,course,title,Financial Risk Management
1145,course,title,Marketing
1146,course,title,Economic and Business Forecasting
1147,course,title,Topics in Economics
1148,course,title,Topics in Microeconomics
1149,course,title,Topics in Macroeconomics
1150,course,title,Senior Essay Seminar A
1151,course,title,Senior Essay Seminar B
1152,course,title,Introduction to Teaching Economics
1153,course,title,Market Imperfections and Policy
1154,course,title,Advanced Economic Theory
1155,course,title,Contract Theory
1156,course,title,Mathematics for Economists
1157,course,title,Decisions
1158,course,title,Games and Information
1159,course,title,Macroeconomics C
1160,course,title,Monetary Economics and Business Cycles
1161,course,title,Advanced Macroeconomics
1162,course,title,Advanced Macroeconomic Theory
1163,course,title,Applied Macroeconomics
1164,course,title,Macroeconomic Policy
1165,course,title,Computation for Macroeconomics
1166,course,title,Real Frictions and Financial Frictions
1167,course,title,Readings in Macroeconomics
1168,course,title,Econometrics D
1169,course,title,Econometrics E
1170,course,title,Econometrics F
1171,course,title,Advanced Econometrics
1172,course,title,Workshop in Econometrics
1173,course,title,Forecasting
1174,course,title,Bayesian and Numerical Methods
1175,course,title,Nonparametric and Semiparametric Models
1176,course,title,Nonstandard Inference
1177,course,title,Public Economics: Public Goods and Externalities
1178,course,title,Public Economics: Redistribution and Social Insurance
1179,course,title,Public Economics of Health Care
1180,course,title,Political Economy: Microeconomic Perspectives
1181,course,title,Microeconomics of Development
1182,course,title,Macroeconomics of Development
1183,course,title,Organizational Economics of Development
1184,course,title,International Macroeconomics
1185,course,title,Empirical Topics in International Economics
1186,course,title,Industrial Organization: Firms
1187,course,title,Industrial Organization: Markets
1188,course,title,Behavioral Game Theory
1189,course,title,Modeling Behavioral Economics
1190,course,title,Alternative Choice Theory
1191,course,title,Energy and Environmental Economics
1192,course,title,Finance&#8212;Core Asset Pricing
1193,course,title,Finance&#8212;Theory and Testing of Intertemporal Asset Pricing Models
1194,course,title,Computation
1195,course,title,Special Topics in Economics
1196,course,title,Precandidacy Presentation
1197,course,title,Advanced Field Advising
1198,course,title,Original Research Paper
